id,x,y,deg
022_17,s0.63426950263697390309,s2.36832692077264761465,s66.38476138101765400279
022_18,s0.20583818918949867149,s1.27082500493728867141,s318.99369775291563655628
022_19,s2.21461131067251892901,s0.61882018955911377578,s157.64366197738831942843
022_2,s0.75743248753164882370,s2.15076962046490871572,s246.38494326466127404274
022_20,s1.00312082134022784174,s1.65470234752580802606,s141.09838834041318023083
022_21,s2.57556724927687508142,s0.12205817128584092734,s113.63545967961709948213
022_3,s1.48887500807658001989,s2.32320937312921182993,s66.92263631203360318978
022_4,s1.05063907215893070912,s0.20873216639882444245,s19.09959514685743897644
022_5,s1.09577354012611505318,s1.21107726844242447051,s188.38206598261629665103
022_6,s2.46505357643732470052,s0.73219717091618774507,s337.56526307733793146326
022_7,s0.22193918940064744083,s0.97420267234178670179,s156.38964284770440826833
022_8,s1.95301900743561152041,s2.36702767925695045648,s293.18880738557834320090
022_9,s1.47305513778976382433,s0.51633163168434237367,s308.66671393558863201179
023_0,s1.08125475946950899697,s0.34292302921367101565,s114.55688877513375700801
023_1,s2.57784362616506079746,s2.12818861563238614920,s339.15824207141594115456
023_10,s2.09625730636248119865,s0.22872489863284500844,s38.58398324009425550685
023_11,s1.00533348423061008603,s2.63391306103882705258,s235.60409106296458503493
023_12,s0.68295724841085903023,s2.12291961094935688337,s271.97321603218176733208
023_13,s1.86375479798771692685,s1.60979039338572493811,s276.56906850084413918012
023_14,s1.76546508693787607136,s1.17875475830683495992,s210.73556151853395590479
023_15,s2.17441807750462601234,s2.60206265980702111662,s293.62937865154509609056
023_16,s2.46195708458517081851,s0.76262105579740102623,s30.73563113641735711212
023_17,s1.94017676761862101209,s2.22132387827104782474,s232.07060193660666413962
023_18,s1.49791217479266602908,s0.21390349510830000690,s2.82999857569301616067
023_19,s0.20814906598669499771,s0.32878363825203299475,s294.55769244297738396199
023_2,s1.86335662557948400497,s2.47047097856474007216,s55.57630358756125588116
023_20,s0.91226853410052799465,s1.42461578110925501939,s103.46042075444682950547
023_21,s1.62584041362625009164,s1.83583932569708507820,s85.79909258590937781719
023_22,s1.19670689534917795704,s0.89907500543949703253,s104.26220457415431042136
023_3,s0.20703417383272901264,s0.90333835755725000460,s283.46042338549784744828
023_4,s0.45299020187326299869,s1.81851303497368310680,s145.08494597975641227094
023_5,s0.31624286690725600391,s2.11985646976594610535,s23.42163973366822915523
023_6,s2.58668772749977282643,s0.22373671437486700175,s336.37052405855388315103
023_7,s2.58668856927733203932,s1.27303669404892993988,s336.37058689576252845654
023_8,s0.72694594251354405223,s2.59967435599237495225,s66.18377094901072155153
023_9,s1.46487555705809091577,s1.24546065034291997264,s42.27149361768127278083
024_0,s0.79281139108062204102,s2.62579915407021546869,s69.21744857281862550735
024_1,s2.23181465930730604796,s2.62461687209230998263,s294.23697126913066313136
024_10,s2.59054251811591917942,s2.12135228497383288015,s335.38465675430643386790
024_11,s1.77768116879014015375,s1.02896135129127097585,s152.40588110380349462503
024_12,s1.51673228860522901762,s1.46535647745816377530,s293.35649398681516686338
024_13,s1.18642912235007802479,s0.19378497174558800831,s357.96013624460277924300
024_14,s1.28602414061131931078,s1.08124449449051396321,s31.18546600384268785433
024_15,s2.02995563986811911050,s1.13967952477332001848,s335.86865053924475432723
024_16,s0.80639596497458188029,s2.24288020204109983524,s173.81451626258578357920
024_17,s2.64309955287333497864,s1.87592756798859494616,s155.38630910464416956529
024_18,s0.45823413707673599227,s1.08137059375035593511,s34.98795571001727466864
024_19,s1.77181035936942810061,s0.20322800924127099043,s332.40579030754093992073
024_2,s1.95336146172324798265,s2.65687928027065911607,s124.76896184511667797779
024_20,s0.75637039850617493464,s0.72652013838239104526,s350.17008656345393546871
024_21,s1.17827804947785308443,s1.96809678630882589623,s269.75951957518736890052
024_22,s0.74910577908349795795,s0.31189277554074801291,s113.62932720466892533295
024_23,s2.74931490228669606068,s0.36233467427165305663,s117.63430812879244058422
024_3,s0.28625505193995298692,s1.93748130428355080923,s214.98815889582189697649
024_4,s0.32016555272099600504,s2.22009982280008211220,s23.62938801492219553779
024_5,s1.10212389704351210185,s2.49680828888796479959,s304.76900498583313492418
024_6,s2.25556224173951003209,s2.12946634150601399327,s83.04801806511625272833
024_7,s0.32764164169226500656,s0.77586214977472300891,s159.63878051863753171347
024_8,s2.42304741682302315908,s0.87411341795852304237,s156.36947437151729900506
024_9,s2.64064133514665311253,s0.99722085792716597119,s336.37042200666581948099
025_0,s1.58846595793528999607,s1.45638760691860791319,s331.31023912596697300614
025_1,s2.74735687617449686471,s0.35035351959468302718,s113.62930809949591548502
025_10,s1.25789873800437090878,s2.52047802776665097468,s112.09602802629706275184
025_11,s0.83715860003204001227,s0.38548501164707699163,s243.59373545866287713579
025_12,s1.68013181758355689688,s1.16374999498445208523,s166.61410259636954833695
025_13,s2.78806474151449101839,s1.79900801013681488350,s203.63281825210037823126
025_14,s0.77341651377173203930,s1.69697988474679095638,s61.28848978925412893659
025_15,s0.78423003833349103076,s2.74310445285893900191,s65.10359770052150452102
025_16,s1.56472954835350708258,s2.32601288863509481075,s262.83060401489592550206
025_17,s2.81803925142575240059,s2.08273664574799299842,s36.12944703436784266160
025_18,s2.27373467703868703538,s0.96544839552309202890,s169.97619156260429917893
025_19,s1.78138586852481894951,s0.24010880519129298993,s349.36257383794009001576
025_2,s0.40795161892783399216,s1.21131461361879200211,s18.78253942170744039686
025_20,s1.13445924526317409864,s0.91946428243635203170,s202.16997163584710506257
025_21,s1.39584206741513083827,s1.92744249295388603294,s69.31605520645973683713
025_22,s0.38818724560081702135,s0.24327262773842600607,s19.65189896739116193203
025_23,s0.77741755759059094633,s0.71999948796234902737,s63.96860208797966862448
025_24,s1.19936250750700201806,s1.42738184988339789072,s121.80334851110836780208
025_3,s2.27655964230652285707,s2.00043285252401004115,s151.30854209242841079686
025_4,s2.75856644091778813177,s0.67804158904959099807,s2.65791239290996417211
025_5,s1.64601473108029594528,s2.75923206955224609160,s66.37057206959212862785
025_6,s2.89547156558255291969,s2.75923402806780604379,s66.37062681022342758297
025_7,s2.49656125215326918365,s1.44179050590122193043,s111.66925948340370666756
025_8,s0.37923354729864000578,s2.26068827548456496856,s23.62945448957907146337
025_9,s1.97781234892264401459,s2.76719789641854951867,s221.28452242896310053766
026_0,s2.01295892348817684336,s0.29770371005012385979,s75.41703592706733161322
026_1,s2.10498160223441788119,s0.84734165736034960936,s312.38746786152762524580
026_10,s0.78079537667497600495,s0.53866851963104034340,s216.02619090149605085571
026_11,s1.56836960039704687020,s-0.11884390407868918038,s38.16737380476232033288
026_12,s0.39099050048851496930,s2.52226329363005818962,s212.50528669656046076852
026_13,s2.41684441937254890220,s2.56886222344934900264,s161.18520971998168533901
026_14,s2.06854200615056482704,s1.30422348869399384874,s3.94690452050048179444
026_15,s-0.05504706534147287694,s-0.12819424975850221560,s23.62986924651966091915
026_16,s-0.04983798404867989529,s0.74139984798145786016,s24.03757207016804287036
026_17,s-0.04444205325535984658,s2.56886040290239714423,s161.16908395637847206672
026_18,s2.42747974137381961057,s1.65096793443815514912,s336.37003301335380456294
026_19,s1.48298593324595606724,s1.35891451192405798842,s213.22635198935589073699
026_2,s1.14719067269970986800,s1.90040758353039018758,s35.98632188270507725747
026_20,s2.42748684310504625472,s0.35693793928738315469,s336.37087409011326144537
026_21,s-0.04296161589420199878,s1.60223060204778811055,s204.03767515485981220991
026_22,s0.95829572774009774694,s1.07940276214048247461,s332.23258489132786053233
026_23,s2.37687164039871090537,s-0.02080464012293893258,s113.63152174380661563191
026_24,s0.64519737143547239988,s1.00016113631014880170,s131.18506867190535558620
026_25,s0.09968672190633000307,s1.97483661457155390551,s257.76831227930000522974
026_3,s1.35014189218625779709,s2.46170787203043373026,s66.37056798698142756621
026_4,s0.56635653327064472418,s-0.02083175162504555603,s246.37058650173176488352
026_5,s1.57573283078818415781,s1.71169142145606989480,s321.17138273756665967085
026_6,s0.45096682406103583141,s1.40670817946143622557,s290.88087421124623688229
026_7,s1.25608708867904672601,s0.79630885596121236958,s255.41721727324363655498
026_8,s1.88363465123003170909,s2.56289919381456510195,s141.17129142901205796079
026_9,s0.44918121237411801072,s0.21797272574960199765,s67.08262490785963905182
027_0,s1.02068452986101898539,s1.26964693081908408523,s64.72139633290872495763
027_1,s1.07997665208496895772,s0.90801830973066810504,s196.85909513035403506365
027_10,s0.41257892361611203658,s1.95097691580164411818,s277.32901366767288209303
027_11,s1.35093093787653306670,s1.17245670083846609266,s321.07831659211831265566
027_12,s2.53472850736687993489,s2.58868071504482610834,s203.62941431353900156864
027_13,s0.04580579574274899757,s1.64686052504778301930,s203.94865713267535056730
027_14,s1.29760209351710531500,s-0.00681801757681600035,s113.62930890024823327167
027_15,s0.26648421244780201578,s0.62033811774872305023,s200.64120604740315911840
027_16,s1.51642677092034827702,s1.99827695531874116597,s271.29896408535284990649
027_17,s0.66263358553015705432,s0.77428524746637494847,s21.36408179222404868369
027_18,s0.68657024514420494921,s2.48623793301316098336,s243.27544478493547330800
027_19,s1.90953358091100589000,s0.71394286067390400063,s329.18929441337780872345
027_2,s1.84145373808068701926,s2.50269710234382491976,s238.76748715969333147768
027_20,s1.55584528057269300128,s2.44224932943255179651,s63.27842905336942180838
027_21,s2.53472681333504201717,s-0.11418017313723799466,s336.37052176351210164285
027_22,s2.53472876220540088710,s0.82095961070450695907,s336.37064959984229517431
027_23,s2.50694137597189303790,s1.88874047444519299610,s174.59225565202655161556
027_24,s0.83675219344493201312,s0.43448980366700701294,s160.64062263213185133282
027_25,s1.71508434771580908773,s0.00876571022323800048,s245.14658712474940216453
027_26,s1.31435590032371996116,s1.78834836254649398590,s97.32900533419962130210
027_3,s2.12011690751306103309,s1.62871071251333510155,s141.07845129224881475238
027_4,s0.07850187010805799448,s1.93793870059177519849,s26.14278354319146302487
027_5,s0.05022916877458200036,s0.75456221741220796950,s22.09697746655278649541
027_6,s0.44047614835871296002,s2.44220265804707814539,s63.27478806072293338048
027_7,s1.65645364136856398929,s0.33811564678254901750,s16.85910549014101533771
